transaction_id,customer_id,transaction_date,transaction_type,amount,account_number,branch_name,employee_id,customer_name,email,phone,account_status,risk_level,product_type,channel,country,state,balance,credit_score,last_login
TXN00000196,CUST00031,2025-12-09,TRANSFER,5144.35,ACC0000000257,CHICAGO,EMP0004,  LINDA     johnson  ,customer262@yahoo.com,5942506788,INACTIVE,MEDIUM,MORTGAGE,atm,  USA  ,NY,66110.11,407.0,2025-02-19
TXN00000614,CUST00118,2025-05-24,,2703.03,ACC0000000262,,EMP0080,William BROWN,customer263@bank.com,8713934700,ACTIVE,Medium,Loan,  Branch  ,CANADA,,24867.81,580.0,2024-01-29
TXN00000521,CUST00035,2025-01-11,transfer,12046.25,ACC0000000047,  NEW YORK  ,EMP0012,Robert   jones  ,customer264@hotmail.com,9004932841,ACTIVE,MEDIUM,MORTGAGE,mobile,CANADA,,11122.74,760.0,2025-01-17
TXN00000765,CUST00017,2026-03-27,transfer,13029.85,ACC0000000204,houston,EMP0008,  John     jones  ,customer265@bank.com,7032732804,ACTIVE,low,,ATM,mexico,,6256.55,440.0,2026-01-06
TXN00000140,CUST00170,2025-06-15,Withdrawal,940.36,ACC0000000187,houston,EMP0077,elizabeth   MILLER  ,customer266@outlook.com,4292045617,,MEDIUM,  Checking  ,MOBILE,canada,  CA  ,87034.01,559.0,2024-09-30
TXN00000072,CUST00037,2024-09-30,TRANSFER,2258.29,ACC0000000258,  PHILADELPHIA  ,EMP0085,  PATRICIA   MARTINEZ,customer267@outlook.com,5651786467,Suspended,Low,,  Branch  ,MEXICO,ny,72110.62,685.0,2025-01-13
TXN00000283,CUST00264,2026-03-31,withdrawal,10585.21,ACC0000000006,CHICAGO,EMP0028,MARIA MARTINEZ,customer268@outlook.com,3214692389,Active,  HIGH  ,,mobile,MEXICO,  NY  ,96074.71,538.0,2026-06-03
TXN00000425,CUST00122,2024-03-25,Payment,2167.71,ACC0000000123,Los Angeles,EMP0077,MARIA MARTINEZ,customer269@bank.com,2447193475,Active,High,,Mobile,  Mexico  ,  CA  ,64896.61,337.0,2025-04-23
TXN00000349,CUST00143,01-08-2026,deposit,1708.26,  ACC0000000085  ,Los Angeles,,JENNIFER   jones  ,customer270@gmail.com,,,High,MORTGAGE,MOBILE,  Mexico  ,tx,18379.35,391.0,2026-03-08
TXN00000520,CUST00343,2026-01-14,Payment,7918.11,ACC0000000264,  NEW YORK  ,EMP0082,MARIA MARTINEZ,customer271@gmail.com,3825389691,  Active  ,low,Loan,  Branch  ,United States,FL,46259.51,690.0,2026-01-15
TXN00000827,CUST00249,2025-03-10,Withdrawal,5505.1,ACC0000000072,houston,EMP0016,William Davis,customer272@hotmail.com,5427143971,active,high,Checking,mobile,MEXICO,CA,22291.78,558.0,2025-02-03
TXN00000970,CUST00110,2024-03-21,transfer,1134.35,ACC0000000229,dallas,EMP0091,michael BROWN,customer273@outlook.com,8955353461,ACTIVE,High,MORTGAGE,Mobile,mexico,  NY  ,44846.93,479.0,2025-12-07
TXN00000959,CUST00277,2025-03-16,Payment,10582.84,ACC0000000082,CHICAGO,EMP0016,JENNIFER   johnson  ,customer274@hotmail.com,8838035940,  Active  ,High,credit card,mobile,United States,CA,72002.24,574.0,2025-07-31
TXN00000744,CUST00068,2026-13-45,PAYMENT,9948.99,ACC0000000092,Phoenix,EMP0012,Robert rodriguez,customer275@hotmail.com,8399375702,Suspended,  HIGH  ,  Checking  ,BRANCH,United States,ny,22509.72,435.0,
TXN00000306,CUST00371,2025-09-08,,8810.95,ACC0000000290,  NEW YORK  ,EMP0078,Robert   MILLER  ,customer276@outlook.com,5569962702,Inactive,high,,,CANADA,CA,56884.0,508.0,2025-11-22
TXN00000896,CUST00293,2026-04-22,deposit,5081.59,ACC0000000290,  PHILADELPHIA  ,EMP0017,William GARCIA,customer277@bank.com,4776117047,  Active  ,Low,  Checking  ,  ONLINE  ,  USA  ,ny,58672.89,531.0,2024-10-02
TXN00000594,CUST00296,2024-07-03,TRANSFER,4872.92,ACC0000000075,Los Angeles,EMP0049,  PATRICIA     MILLER  ,customer278@yahoo.com,4719302251,INACTIVE,low,Checking,,  USA  ,NY,19428.7,760.0,2025-05-26
TXN00000676,CUST00243,2025-07-12,PAYMENT,14639.12,ACC0000000248,Phoenix,EMP0085,michael   jones  ,customer279@outlook.com,2029823435,inactive,low,credit card,  ONLINE  ,USA,NY,83948.24,466.0,2024-12-04
TXN00000502,CUST00125,2024/10/27,PAYMENT,-3688.52492458074,ACC0000000184,,EMP0098,elizabeth rodriguez,,996-771-3401,Suspended,MEDIUM,Loan,  Branch  ,usa,NY,,,2026-03-26
TXN00000938,CUST00243,2024-11-24,PAYMENT,6581.18,ACC0000000021,,EMP0083,  LINDA   rodriguez,customer281@yahoo.com,5272517399,,High,SAVINGS,  Branch  ,USA,NY,3897.39,833.0,2025-04-09
TXN00000458,CUST00209,2024-04-15,withdrawal,9607.03,ACC0000000113,  NEW YORK  ,EMP0073,james SMITH,customer282@yahoo.com,6578388838,Active,MEDIUM,SAVINGS,ATM,,  NY  ,18997.14,541.0,2025-02-15
TXN00000552,CUST00098,2024-03-22,deposit,7333.64,ACC0000000250,  PHILADELPHIA  ,EMP0024,William Williams,customer283@bank.com,2682158003,INACTIVE,high,SAVINGS,  Branch  ,usa,NY,16363.97,543.0,2025-08-23
TXN00000496,CUST00049,2024-12-01,withdrawal,4793.39,ACC0000000119,houston,EMP0015,elizabeth Davis,customer284@outlook.com,9443853370,INACTIVE,low,credit card,  ONLINE  ,  USA  ,,95564.09,405.0,2025-12-30
TXN00000354,CUST00050,07-11-2025,withdrawal,10622.38,ACC0000000033,SAN DIEGO,,  PATRICIA   Davis,customer285@outlook.com,2924303089,SUSPENDED,Low,Checking,Mobile,usa,ny,91054.51,454.0,2026-01-07
TXN00000341,CUST00338,2024-10-29,,8451.56,ACC0000000136,houston,EMP0090,Robert rodriguez,customer286@outlook.com,3868857308,Inactive,High,SAVINGS,ATM,CANADA,FL,22195.75,415.0,2026-03-27
TXN00001005,CUST00221,2024-11-09,PAYMENT,13349.52,ACC0000000190,houston,EMP0024,elizabeth   MILLER  ,customer287@yahoo.com,5614269097,ACTIVE,High,credit card,Online,  USA  ,  NY  ,41782.09,811.0,2024-10-01
TXN00000557,CUST00182,2025-04-01,withdrawal,9224.95,ACC0000000120,SAN DIEGO,EMP0033,elizabeth SMITH,customer288@bank.com,6345927782,INACTIVE,High,SAVINGS,  Branch  ,  USA  ,ca,17948.07,330.0,2026-01-09
TXN00000387,CUST00217,2025-09-09,,5384.54,ACC0000000022,SAN DIEGO,EMP0038,William BROWN,customer289@gmail.com,8169126463,  Active  ,  HIGH  ,investment,mobile,usa,TX,10980.19,701.0,2026-03-01
TXN00000467,CUST00211,2026/01/04,Transfer,9999.7,ACC0000000106,Phoenix,EMP0060,JENNIFER Davis,customer290@outlook.com,3419215028,SUSPENDED,  HIGH  ,credit card,BRANCH,MEXICO,NY,43282.91,460.0,2025-10-12
TXN00000330,CUST00240,2025-03-12,,12226.09,ACC0000000266,SAN DIEGO,EMP0085,james BROWN,customer291@gmail.com,5925289144,Suspended,MEDIUM,MORTGAGE,MOBILE,mexico,  CA  ,33368.52,515.0,2024-12-09
TXN00000194,CUST00374,2024-06-19,Transfer,5706.84,ACC0000000185,,EMP0010,james   jones  ,customer292@yahoo.com,7516469070,INACTIVE,Low,,atm,mexico,ca,85532.88,476.0,2024-07-23
TXN00000715,CUST00028,2025-12-07,DEPOSIT,11023.22,ACC0000000199,dallas,EMP0082,michael   MILLER  ,customer293@yahoo.com,7456494770,Suspended,Medium,MORTGAGE,  ONLINE  ,,ca,8460.92,829.0,2025-01-04
TXN00000245,CUST00345,2025-03-30,Transfer,4453.03,ACC0000000241,CHICAGO,EMP0059,JENNIFER   johnson  ,customer294@hotmail.com,5931857911,ACTIVE,MEDIUM,SAVINGS,MOBILE,United States,ca,31016.66,827.0,2024-09-02
TXN00000586,CUST00335,2024-12-25,Transfer,2706.74,ACC0000000233,  NEW YORK  ,EMP0036,  PATRICIA     MILLER  ,customer295@bank.com,7396914593,Inactive,High,MORTGAGE,MOBILE,CANADA,FL,55760.5,350.0,2025-03-23
TXN00000788,CUST00331,2025-04-02,Withdrawal,76.88,ACC0000000024,San Antonio,EMP0099,Robert   jones  ,customer296@hotmail.com,9191894853,Suspended,  HIGH  ,MORTGAGE,  Branch  ,  Mexico  ,tx,15243.42,517.0,2025-01-14
TXN00000953,CUST00051,2024-02-13,withdrawal,10545.03,ACC0000000021,dallas,EMP0055,james   jones  ,customer297@gmail.com,5701024330,,MEDIUM,credit card,,  Mexico  ,,89773.95,471.0,2025-07-31
TXN00000421,CUST00032,2026-01-14,Payment,8613.88,ACC0000000166,SAN DIEGO,EMP0089,elizabeth BROWN,customer298@yahoo.com,2174718764,INACTIVE,  HIGH  ,MORTGAGE,  Branch  ,usa,tx,33185.15,449.0,2025-04-28
TXN00000045,CUST00207,2026-06-09,DEPOSIT,12768.82,ACC0000000053,  NEW YORK  ,EMP0086,michael BROWN,customer299@outlook.com,3362121976,SUSPENDED,MEDIUM,SAVINGS,,canada,ca,37005.54,424.0,2026-05-27
TXN00000326,CUST00373,,withdrawal,$7731.22,ACC0000000267,Phoenix,,MARIA Williams,user300@gmail,(557) 469-3283,INACTIVE,  HIGH  ,SAVINGS,BRANCH,,,96451.0,345.0,
TXN00000485,CUST00174,2024-12-27,Transfer,8533.87,ACC0000000141,CHICAGO,EMP0099,  PATRICIA   SMITH,customer301@outlook.com,5015713361,,High,,Mobile,MEXICO,CA,79145.82,419.0,2024-10-04
TXN00000797,CUST00056,2025-09-21,Payment,2772.12,ACC0000000135,  NEW YORK  ,EMP0099,  PATRICIA     jones  ,customer302@bank.com,7645314973,,MEDIUM,Loan,MOBILE,United States,FL,85714.2,315.0,2025-02-06
TXN00000391,CUST00128,2025-03-21,,4807.34,ACC0000000297,Phoenix,EMP0042,  LINDA   Davis,customer303@gmail.com,4159474679,Inactive,High,SAVINGS,,CANADA,NY,54476.19,489.0,2025-01-30
TXN00000396,CUST00099,2024-10-08,PAYMENT,12141.66,ACC0000000279,houston,EMP0033,William   MILLER  ,customer304@hotmail.com,2578643257,Suspended,  HIGH  ,SAVINGS,  ONLINE  ,USA,NY,32700.17,535.0,2026-01-15
TXN00000680,CUST00098,2025-10-16,deposit,9190.15,ACC0000000292,dallas,EMP0021,michael SMITH,customer305@gmail.com,3208123344,Active,low,Checking,BRANCH,mexico,FL,94029.92,479.0,2025-08-31
TXN00000883,CUST00275,2026-03-21,Transfer,9612.72,ACC0000000090,Phoenix,EMP0100,  PATRICIA   Williams,customer306@gmail.com,5868501431,SUSPENDED,Low,Loan,atm,  USA  ,ca,27411.05,302.0,2026-03-06
TXN00001019,CUST00230,2024-02-28,transfer,1606.45,ACC0000000193,  NEW YORK  ,EMP0010,Robert Williams,customer307@bank.com,9125347089,Suspended,,credit card,mobile,  Mexico  ,NY,13093.5,316.0,2025-05-29
TXN00000862,CUST00072,2024-03-17,transfer,7467.97,ACC0000000194,,EMP0036,  John     jones  ,customer308@hotmail.com,2558182736,inactive,MEDIUM,SAVINGS,BRANCH,United States,tx,72753.82,364.0,2025-01-26
TXN00000855,CUST00217,2025-11-18,PAYMENT,5000.97,ACC0000000188,  NEW YORK  ,EMP0100,Robert rodriguez,customer309@outlook.com,8786952208,,  HIGH  ,  Checking  ,ATM,mexico,NY,46839.72,834.0,2026-04-06
TXN00000130,CUST00094,2025/10/14,PAYMENT,1213.21,ACC0000000040,Los Angeles,EMP0008,james SMITH,customer310@outlook.com,6889573591,ACTIVE,High,Checking,  Branch  ,usa,  CA  ,74622.34,695.0,2024-03-06
TXN00000515,CUST00143,2025-02-19,Transfer,5234.81,ACC0000000265,San Antonio,EMP0049,  LINDA   SMITH,customer311@yahoo.com,2302506984,SUSPENDED,  HIGH  ,Checking,  ONLINE  ,USA,TX,49817.08,772.0,2025-03-17
TXN00000605,CUST00237,2025-01-07,Transfer,4826.8,ACC0000000129,Phoenix,EMP0050,  John     johnson  ,customer312@hotmail.com,3441805014,Inactive,Low,SAVINGS,atm,USA,  NY  ,16994.61,744.0,2024-08-01
TXN00000340,CUST00128,2025-06-09,,9560.99,ACC0000000193,  PHILADELPHIA  ,EMP0043,JENNIFER MARTINEZ,customer313@yahoo.com,2781127823,  Active  ,low,SAVINGS,mobile,MEXICO,NY,39915.1,688.0,2024-10-14
TXN00000103,CUST00039,2026-03-31,,14448.04,ACC0000000115,Los Angeles,EMP0008,Robert   johnson  ,customer314@bank.com,3538833988,Active,,Loan,  ONLINE  ,  Mexico  ,CA,25466.4,417.0,2024-05-09
TXN00000451,CUST00227,06-02-2026,Withdrawal,12333.84,ACC0000000265,  NEW YORK  ,,michael GARCIA,customer315@gmail.com,6818613295,Suspended,low,  Checking  ,Online,  USA  ,TX,,346.0,2024-03-21
TXN00000735,CUST00282,2025-11-26,Transfer,10066.87,ACC0000000208,Phoenix,EMP0034,MARIA   MILLER  ,customer316@outlook.com,9666405907,Inactive,  HIGH  ,,BRANCH,CANADA,CA,2936.47,330.0,2024-06-30
TXN00000539,CUST00051,2024-06-12,Transfer,10952.82,ACC0000000181,San Antonio,EMP0034,james BROWN,customer317@gmail.com,6815216526,SUSPENDED,high,credit card,,CANADA,ca,33929.79,820.0,2024-12-17
TXN00000791,CUST00026,2024-02-01,,5069.45,ACC0000000177,houston,EMP0023,MARIA MARTINEZ,customer318@gmail.com,6549001216,inactive,Medium,SAVINGS,Online,  Mexico  ,ca,86677.88,792.0,2024-10-19
TXN00000016,CUST00334,2024-05-26,TRANSFER,220.36,ACC0000000250,San Antonio,EMP0057,William   johnson  ,customer319@outlook.com,4932133554,SUSPENDED,  HIGH  ,SAVINGS,BRANCH,mexico,FL,58183.28,695.0,2025-01-13
TXN00000148,CUST00277,2026/05/19,,,ACC0000000247,SAN DIEGO,EMP0009,William MARTINEZ,USER320@YAHOO.COM,2617571526,  Active  ,low,Loan,  Branch  ,CANADA,,95354.66,,2024-01-23
TXN00000420,CUST00008,2025-09-14,TRANSFER,3184.78,ACC0000000004,Los Angeles,EMP0063,William   jones  ,customer321@outlook.com,8188693843,ACTIVE,low,,  ONLINE  ,  USA  ,tx,50313.62,424.0,2025-07-02
TXN00000671,CUST00048,2025-11-25,Transfer,10412.98,ACC0000000257,  PHILADELPHIA  ,EMP0026,  LINDA     johnson  ,customer322@hotmail.com,7152641178,INACTIVE,low,credit card,BRANCH,mexico,  NY  ,71833.6,311.0,2025-12-15
TXN00000159,CUST00386,2026-03-11,,5289.69,ACC0000000072,,EMP0079,  PATRICIA   MARTINEZ,customer323@outlook.com,6059527940,inactive,High,investment,ATM,  Mexico  ,TX,12531.41,385.0,2024-01-09
TXN00001015,CUST00122,2025-03-24,Withdrawal,11815.95,ACC0000000226,dallas,EMP0051,MARIA GARCIA,customer324@yahoo.com,8969968443,active,Medium,Checking,ATM,mexico,ca,89433.92,602.0,2025-08-09
TXN00000481,CUST00086,2026-13-45,withdrawal,10820.18,ACC0000000085,SAN DIEGO,EMP0023,JENNIFER MARTINEZ,customer325@outlook.com,7678285227,ACTIVE,low,credit card,ATM,,tx,60757.13,493.0,
TXN00000272,CUST00209,2024-02-05,DEPOSIT,769.8,ACC0000000118,Los Angeles,EMP0083,michael BROWN,customer326@gmail.com,7856136014,ACTIVE,low,Checking,Online,  USA  ,,84946.44,681.0,2024-12-06
TXN00000347,CUST00249,2024-05-09,DEPOSIT,6601.39,ACC0000000040,CHICAGO,EMP0063,michael BROWN,customer327@gmail.com,9263327941,,  HIGH  ,credit card,  ONLINE  ,USA,TX,58644.31,692.0,2026-05-08
TXN00000639,CUST00247,2024-03-09,,6323.82,ACC0000000264,houston,EMP0014,james   johnson  ,customer328@hotmail.com,3603782506,active,MEDIUM,  Checking  ,BRANCH,  USA  ,,1266.12,395.0,2025-09-25
TXN00000710,CUST00110,2024-08-29,withdrawal,2536.76,ACC0000000144,SAN DIEGO,EMP0019,james BROWN,customer329@gmail.com,7344863050,Inactive,high,SAVINGS,mobile,MEXICO,,57533.28,595.0,2024-11-09
TXN00000408,CUST00206,01-08-2026,Payment,6239.59,  ACC0000000109  ,,,Robert Davis,customer330@yahoo.com,9603167560,SUSPENDED,  HIGH  ,Loan,  ONLINE  ,  Mexico  ,CA,44574.03,363.0,2025-06-04
TXN00000666,CUST00031,2026-03-08,Payment,13232.47,ACC0000000077,SAN DIEGO,EMP0070,michael   jones  ,customer331@hotmail.com,8331574586,  Active  ,Low,Loan,  ONLINE  ,usa,CA,17046.87,540.0,2024-03-30
TXN00000911,CUST00085,2025-10-22,transfer,5300.91,ACC0000000096,  NEW YORK  ,EMP0099,elizabeth SMITH,customer332@outlook.com,6012882264,Inactive,Medium,investment,Online,CANADA,  CA  ,33779.86,596.0,2026-04-14
TXN00000337,CUST00195,2025-01-10,,5661.45,ACC0000000081,  NEW YORK  ,EMP0056,  LINDA   rodriguez,customer333@outlook.com,9095798821,ACTIVE,  HIGH  ,  Checking  ,atm,mexico,NY,67005.33,626.0,2024-12-15
TXN00000900,CUST00002,2025-01-05,TRANSFER,12440.66,ACC0000000186,houston,EMP0028,JENNIFER   johnson  ,customer334@outlook.com,5207687637,active,  HIGH  ,credit card,  ONLINE  ,  USA  ,CA,59993.68,549.0,2024-07-08
TXN00000547,CUST00200,2025-01-27,deposit,11841.51,ACC0000000061,SAN DIEGO,EMP0079,JENNIFER rodriguez,customer335@gmail.com,5892681895,Suspended,high,  Checking  ,,USA,CA,76214.82,387.0,2026-02-17
TXN00001000,CUST00136,2025-08-03,TRANSFER,8691.93,ACC0000000118,Phoenix,EMP0083,michael Davis,customer336@gmail.com,5807627950,  Active  ,high,credit card,MOBILE,  USA  ,FL,91155.68,822.0,2025-02-12
TXN00000325,CUST00233,2024-02-03,Withdrawal,11385.74,ACC0000000213,  PHILADELPHIA  ,EMP0014,  PATRICIA     jones  ,customer337@bank.com,3993762776,SUSPENDED,MEDIUM,investment,,United States,ca,72157.7,348.0,2025-09-02
TXN00000642,CUST00147,2025-09-11,DEPOSIT,3422.46,ACC0000000170,,EMP0057,james GARCIA,customer338@yahoo.com,3061796942,,,MORTGAGE,ATM,canada,  NY  ,22209.48,794.0,2024-05-26
TXN00000500,CUST00217,2024-06-06,deposit,6796.75,ACC0000000059,San Antonio,EMP0092,  LINDA   GARCIA,customer339@outlook.com,8178976496,  Active  ,low,credit card,Mobile,,TX,71083.95,582.0,2024-11-26
TXN00000555,CUST00357,2025/11/26,Withdrawal,11997.96,ACC0000000247,CHICAGO,EMP0034,Robert SMITH,customer340@yahoo.com,2283455623,Inactive,MEDIUM,investment,Online,CANADA,ca,81932.52,731.0,2026-03-16
TXN00000037,CUST00375,2025-04-05,PAYMENT,549.52,ACC0000000246,  NEW YORK  ,EMP0014,elizabeth SMITH,customer341@outlook.com,3666542744,Active,  HIGH  ,Checking,MOBILE,MEXICO,,14689.26,441.0,2025-01-15
TXN00000633,CUST00285,2025-01-14,transfer,350.17,ACC0000000246,  PHILADELPHIA  ,EMP0005,  John   BROWN,customer342@hotmail.com,2663161179,SUSPENDED,Medium,Loan,,United States,  CA  ,95172.36,499.0,2025-08-12
TXN00000071,CUST00339,2025-01-15,Payment,3953.86,ACC0000000108,  PHILADELPHIA  ,EMP0010,Robert rodriguez,customer343@yahoo.com,9744164075,INACTIVE,high,  Checking  ,MOBILE,  USA  ,FL,94634.62,622.0,2025-01-25
TXN00000241,CUST00368,2025-03-30,Payment,1615.64,ACC0000000083,  PHILADELPHIA  ,EMP0010,michael   jones  ,customer344@yahoo.com,7643061530,Suspended,High,,BRANCH,  Mexico  ,,52375.55,616.0,2025-02-10
TXN00000647,CUST00250,20-02-2026,TRANSFER,5160.03,ACC0000000211,Phoenix,,JENNIFER   johnson  ,customer345@gmail.com,4463752393,INACTIVE,MEDIUM,,Online,USA,CA,13936.16,718.0,2024-11-05
TXN00000701,CUST00080,2024-03-19,DEPOSIT,13324.57,ACC0000000012,houston,EMP0074,William BROWN,customer346@bank.com,7836781735,inactive,High,credit card,,USA,NY,3779.76,623.0,2026-05-14
TXN00000945,CUST00098,2025-08-10,Transfer,2455.52,ACC0000000125,SAN DIEGO,EMP0094,  LINDA     MILLER  ,customer347@gmail.com,7779098926,active,High,MORTGAGE,Mobile,mexico,TX,67846.84,400.0,2025-04-02
TXN00000233,CUST00152,2024-05-20,DEPOSIT,1171.29,ACC0000000023,Phoenix,EMP0033,  John     MILLER  ,customer348@yahoo.com,2461496154,Active,low,SAVINGS,Mobile,mexico,  NY  ,97236.44,335.0,2024-07-05
TXN00000093,CUST00112,2025-06-26,Withdrawal,14130.42,ACC0000000066,  NEW YORK  ,EMP0100,Robert   jones  ,customer349@hotmail.com,2954161138,inactive,low,SAVINGS,atm,,tx,14336.91,303.0,2024-04-25
TXN00000445,CUST00030,2026/08/01,Withdrawal,14671.72,ACC0000000294,Phoenix,EMP0058,MARIA BROWN,,565-869-5626,  Active  ,Medium,Loan,Mobile,mexico,tx,,503.0,
TXN00000101,CUST00297,2025-01-10,Withdrawal,5102.36,ACC0000000083,San Antonio,EMP0003,Robert BROWN,customer351@gmail.com,6076124192,  Active  ,  HIGH  ,credit card,Mobile,mexico,ny,37066.42,317.0,2026-05-23
TXN00000649,CUST00377,2025-02-11,,14779.88,ACC0000000069,  NEW YORK  ,EMP0064,james Davis,customer352@bank.com,5228697400,Suspended,MEDIUM,Loan,ATM,USA,ny,73191.11,768.0,2024-09-02
TXN00000733,CUST00278,2024-11-17,PAYMENT,13403.73,ACC0000000263,SAN DIEGO,EMP0020,JENNIFER   MILLER  ,customer353@outlook.com,9434643122,Active,low,investment,atm,usa,FL,72884.82,713.0,2024-01-14
TXN00000455,CUST00032,2025-10-27,Transfer,10582.34,ACC0000000021,Phoenix,EMP0084,  John     jones  ,customer354@yahoo.com,9197902595,INACTIVE,High,Checking,ATM,CANADA,ca,6374.77,486.0,2025-04-09
TXN00000171,CUST00383,2024-10-12,Transfer,6498.28,ACC0000000294,houston,EMP0082,MARIA Davis,customer355@gmail.com,5395179250,Inactive,high,  Checking  ,atm,canada,TX,19655.61,303.0,2026-06-09
TXN00000307,CUST00161,2024-09-12,withdrawal,9821.85,ACC0000000076,CHICAGO,EMP0001,  LINDA     MILLER  ,customer356@gmail.com,3036143460,,Medium,Checking,MOBILE,United States,CA,4728.05,678.0,2024-10-09
TXN00000819,CUST00030,2024-04-26,DEPOSIT,9129.4,ACC0000000029,  PHILADELPHIA  ,EMP0005,JENNIFER   MILLER  ,customer357@hotmail.com,2247017260,SUSPENDED,high,SAVINGS,MOBILE,United States,FL,5402.1,585.0,2024-05-19
TXN00000048,CUST00026,2024-01-27,PAYMENT,6541.3,ACC0000000086,San Antonio,EMP0086,MARIA Williams,customer358@yahoo.com,6887001612,,High,Loan,ATM,  USA  ,NY,76338.68,637.0,2024-09-02
TXN00000333,CUST00300,2026-01-23,Withdrawal,850.66,ACC0000000133,CHICAGO,EMP0050,Robert rodriguez,customer359@outlook.com,4972653482,SUSPENDED,,credit card,Online,mexico,TX,49405.6,688.0,2025-01-11
TXN00000058,CUST00245,01-08-2026,deposit,$3377.84,ACC0000000093,Los Angeles,,MARIA GARCIA,USER360@YAHOO.COM,,inactive,high,SAVINGS,atm,canada,  NY  ,81272.45,,2026-03-06
TXN00000301,CUST00258,2024-07-09,transfer,14617.26,ACC0000000265,San Antonio,EMP0035,michael MARTINEZ,customer361@hotmail.com,8985742290,Inactive,high,MORTGAGE,,MEXICO,FL,68915.44,748.0,2026-01-04
TXN00001049,CUST00272,2025-05-26,DEPOSIT,6168.73,ACC0000000208,SAN DIEGO,EMP0020,William GARCIA,customer362@yahoo.com,8401954794,inactive,high,SAVINGS,  Branch  ,canada,  NY  ,47094.6,376.0,2025-08-25
TXN00000384,CUST00081,2025-06-14,,8333.98,ACC0000000289,dallas,EMP0090,  LINDA   SMITH,customer363@yahoo.com,4209263307,SUSPENDED,Medium,credit card,  ONLINE  ,  Mexico  ,  CA  ,50842.61,639.0,2024-05-01
TXN00000442,CUST00030,2025-01-31,Transfer,13887.33,ACC0000000010,houston,EMP0043,  John   Williams,customer364@gmail.com,9878353638,SUSPENDED,  HIGH  ,credit card,,canada,CA,86498.68,320.0,2024-09-29
TXN00000150,CUST00261,2025-07-29,Payment,8124.88,ACC0000000146,San Antonio,EMP0051,  LINDA   Williams,customer365@bank.com,7136289573,,,SAVINGS,Mobile,,ca,44398.62,347.0,2024-07-04
TXN00000251,CUST00042,2024-04-30,Payment,9925.94,ACC0000000044,houston,EMP0074,  John     MILLER  ,customer366@yahoo.com,9874498331,,low,investment,Mobile,,ny,68676.13,746.0,2025-01-29
TXN00000544,CUST00096,2024-09-25,transfer,4496.14,ACC0000000111,dallas,EMP0001,  PATRICIA     jones  ,customer367@outlook.com,3344475765,ACTIVE,High,  Checking  ,MOBILE,,FL,69638.64,743.0,2024-05-05
TXN00000864,CUST00036,2026-03-04,PAYMENT,1483.94,ACC0000000230,CHICAGO,EMP0066,JENNIFER MARTINEZ,customer368@gmail.com,5687388059,ACTIVE,low,SAVINGS,atm,United States,ca,72482.4,699.0,2026-04-13
TXN00000580,CUST00305,2024-09-23,TRANSFER,5923.89,ACC0000000242,San Antonio,EMP0091,MARIA   johnson  ,customer369@bank.com,2408297350,Suspended,  HIGH  ,SAVINGS,ATM,  Mexico  ,ca,87973.01,732.0,2024-10-19
TXN00000185,CUST00035,2025/12/21,Transfer,8267.46,ACC0000000247,Phoenix,EMP0099,james BROWN,customer370@gmail.com,4443132228,ACTIVE,low,,,USA,,67067.44,575.0,2024-02-23
TXN00000175,CUST00346,2025-04-01,DEPOSIT,7389.68,ACC0000000088,dallas,EMP0063,William Williams,customer371@outlook.com,3566809151,Suspended,Medium,SAVINGS,ATM,CANADA,FL,36379.06,394.0,2025-11-14
TXN00000886,CUST00121,2024-08-07,TRANSFER,864.85,ACC0000000113,  PHILADELPHIA  ,EMP0062,elizabeth   MILLER  ,customer372@hotmail.com,2999241244,active,high,SAVINGS,atm,,ny,24442.79,375.0,2024-09-28
TXN00000081,CUST00207,2025-09-18,,107.04,ACC0000000211,,EMP0056,JENNIFER Davis,customer373@outlook.com,3468846071,Active,low,  Checking  ,  ONLINE  ,canada,ca,53963.97,313.0,2025-10-28
TXN00000988,CUST00062,2024-10-19,transfer,1360.04,ACC0000000074,SAN DIEGO,EMP0052,  LINDA   Williams,customer374@gmail.com,7609882428,active,Medium,credit card,atm,MEXICO,,92505.96,702.0,2025-07-11
TXN00000392,CUST00292,2026-13-45,Transfer,12367.26,ACC0000000299,CHICAGO,,Robert Williams,customer375@bank.com,7101968451,,Medium,credit card,Online,canada,ny,80070.51,679.0,
TXN00000635,CUST00127,2025-12-11,withdrawal,9395.11,ACC0000000094,houston,EMP0094,elizabeth GARCIA,customer376@gmail.com,5212735843,ACTIVE,Medium,investment,  Branch  ,CANADA,NY,92332.19,606.0,2025-08-20
TXN00000247,CUST00297,2025-05-17,deposit,7230.91,ACC0000000262,CHICAGO,EMP0100,Robert BROWN,customer377@gmail.com,3651695589,active,  HIGH  ,investment,  ONLINE  ,USA,NY,79243.27,388.0,2024-07-19
TXN00000510,CUST00305,2024-07-23,Transfer,1499.95,ACC0000000136,dallas,EMP0009,MARIA   MILLER  ,customer378@outlook.com,7904726789,Inactive,low,  Checking  ,  ONLINE  ,MEXICO,TX,81547.45,392.0,2024-09-10
TXN00000598,CUST00021,2024-05-05,Payment,3143.95,ACC0000000086,SAN DIEGO,EMP0070,JENNIFER Williams,customer379@yahoo.com,2911723935,SUSPENDED,,credit card,BRANCH,mexico,,5003.34,530.0,2026-03-22
